SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEUNIT;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;EMITENTNAME;INN;LOTSIZE
RU000A101LB7;СберИОС245;СберИОС 001Р-245R 5Г БТЕХ ИНД;Биржевые облигации;RU000A101LB7;4B02-249-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101LF8;СберИОС252;СберИОС 001Р-252R 5Y США-ШВЕЙЦ;Биржевые облигации;RU000A101LF8;4B02-252-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101LH4;ИКС5ФинP10;ИКС 5 ФИНАНС 001P-10;Биржевые облигации;RU000A101LH4;4B02-10-36241-R-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A101LJ0;ЕврХимБ1Р8;ЕвроХим МХК АО БО-001Р-08;Биржевые облигации;RU000A101LJ0;4B02-08-31153-H-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Минерально-химическая компания ""ЕвроХим""";7721230290;1
RU000A101LK8;ВТБ Б-1-57;Банк ВТБ (ПАО) Б-1-57;Биржевые облигации;RU000A101LK8;4B025701000B001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101LL6;ВТБ Б-1-61;Банк ВТБ (ПАО) Б-1-61;Биржевые облигации;RU000A101LL6;4B026101000B001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101LQ5;ТМК 1P01;ТМК 001P-01;Биржевые облигации;RU000A101LQ5;4B02-01-29031-H-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Трубная Металлургическая Компания""";7710373095;1
RU000A101LS1;РЖД 1Р-19R;РЖД ОАО БО 001Р-19R;Биржевые облигации;RU000A101LS1;4B02-19-65045-D-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A101LT9;СберИОС248;СберИОС 001Р-248R 5Г H.C.100%;Биржевые облигации;RU000A101LT9;4B02-250-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101LU7;СберИОС241;СберИОС 001Р-241R 5Г CDX 100%;Биржевые облигации;RU000A101LU7;4B02-251-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101LV5;iСЛТ001P03;СофтЛайн Трейд 001P-03;Биржевые облигации;RU000A101LV5;4B02-03-45848-H-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""СофтЛайн Трейд""";7736227885;1
RU000A101LX1;ФСК ЕЭС1Р5;ФСК ЕЭС ПАО БО 001P-05R;Биржевые облигации;RU000A101LX1;4B02-05-65018-D-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1
RU000A101LY9;Ростел2P4R;Ростелеком ПАО 002P-04R;Биржевые облигации;RU000A101LY9;4B02-04-00124-A-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Ростелеком""";7707049388;1
RU000A101M04;РЖД 1Р-20R;РЖД ОАО БО 001Р-20R;Биржевые облигации;RU000A101M04;4B02-20-65045-D-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A101M53;ВТБ Б-1-63;Банк ВТБ (ПАО) Б-1-63;Биржевые облигации;RU000A101M53;4B02-64-01000-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101MB5;СовкомБОП2;Совкомбанк БО-П02;Биржевые облигации;RU000A101MB5;4B02-03-00963-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Совкомбанк""";4401116480;1
RU000A101MC3;Магнит2Р02;Магнит ПАО БО-002Р-02;Биржевые облигации;RU000A101MC3;4B02-02-60525-P-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Магнит""";2309085638;1
RU000A101MG4;РоссетБ1Р2;Российские сети ПАО БО-001Р-02;Биржевые облигации;RU000A101MG4;4B02-02-55385-E-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Российские сети""";7728662669;1
RU000A101MH2;СберИОС253;СберИОС 001Р-253R 5Г БТЕХ ИНД;Биржевые облигации;RU000A101MH2;4B02-253-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101MK6;СберИОС254;СберИОС 001Р-254R IMOEX_asn 4Г;Биржевые облигации;RU000A101MK6;4B02-254-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101ML4;СберИОС255;СберИОС 001Р-255R 6m DGTUSDRUB;Биржевые облигации;RU000A101ML4;4B02-255-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101MT7;ДетМир БО6;Детский мир ПАО БО-06;Биржевые облигации;RU000A101MT7;4B02-06-00844-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Детский мир""";7729355029;1
RU000A101MW1;ВТБ Б-1-66;Банк ВТБ (ПАО) Б-1-66;Биржевые облигации;RU000A101MW1;4B02-66-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101MY7;ВТБ Б-1-67;Банк ВТБ (ПАО) Б-1-67;Биржевые облигации;RU000A101MY7;4B02-67-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101N37;СберИОС259;СберИОС 001Р-259R 3Г ЗЛТ КС;Биржевые облигации;RU000A101N37;4B02-257-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101NG2;МТС 1P-15;Мобильные ТелеСистемы 001P-15;Биржевые облигации;RU000A101NG2;4B02-15-04715-A-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1
RU000A101NH0;МТС 1P-16;Мобильные ТелеСистемы 001P-16;Биржевые облигации;RU000A101NH0;4B02-16-04715-A-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1
RU000A101NQ1;ВБРР 1P-04;ВБРР 001P-04;Биржевые облигации;RU000A101NQ1;4B02-04-03287-B-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Всероссийский банк развития регионов""";7736153344;1
RU000A101NX7;ВТБ Б-1-68;Банк ВТБ (ПАО) Б-1-68;Биржевые облигации;RU000A101NX7;4B02-68-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101P01;ВТБ Б-1-69;Банк ВТБ (ПАО) Б-1-69;Биржевые облигации;RU000A101P01;4B02-69-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101P27;Якут-35014;Республика Саха (Якутия) 35014;Региональные облигации;RU000A101P27;RU35014RSY0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Республики Саха (Якутия);1435027673;1
RU000A101PA0;БелОб34014;Белгородская область 34014;Региональные облигации;RU000A101PA0;RU34014BEL0;1;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Белгородской области;3124016792;1
RU000A101PB8;АЛРОСА Б06;АЛРОСА ПАО БО-06;Биржевые облигации;RU000A101PB8;4B02-06-40046-N;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерная компания ""АЛРОСА"" (публичное акционерное общество)";1433000147;1
RU000A101PC6;АЛРОСА Б07;АЛРОСА ПАО БО-07;Биржевые облигации;RU000A101PC6;4B02-07-40046-N;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерная компания ""АЛРОСА"" (публичное акционерное общество)";1433000147;1
RU000A101PD4;АЛРОСА Б05;АЛРОСА ПАО БО-05;Биржевые облигации;RU000A101PD4;4B02-05-40046-N;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерная компания ""АЛРОСА"" (публичное акционерное общество)";1433000147;1
RU000A101PF9;АЛРОСА Б04;АЛРОСА ПАО БО-04;Биржевые облигации;RU000A101PF9;4B02-04-40046-N;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерная компания ""АЛРОСА"" (публичное акционерное общество)";1433000147;1
RU000A101PG7;АЛРОСА Б03;АЛРОСА ПАО БО-03;Биржевые облигации;RU000A101PG7;4B02-03-40046-N;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерная компания ""АЛРОСА"" (публичное акционерное общество)";1433000147;1
RU000A101PJ1;Магнит2Р03;Магнит ПАО БО-002Р-03;Биржевые облигации;RU000A101PJ1;4B02-03-60525-P-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Магнит""";2309085638;1
RU000A101PP8;СовкмFIZL2;Совкомбанк FIZL2;Биржевые облигации;RU000A101PP8;4B02-04-00963-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Совкомбанк""";4401116480;1
RU000A101PR4;ВТБ Б-1-70;Банк ВТБ (ПАО) Б-1-70;Биржевые облигации;RU000A101PR4;4B02-70-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101PS2;ВТБ Б-1-71;Банк ВТБ (ПАО) Б-1-71;Биржевые облигации;RU000A101PS2;4B02-71-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101PU8;ТрансмхПБ5;Трансмашхолдинг АО ПБО-05;Биржевые облигации;RU000A101PU8;4B02-05-35992-H-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""Трансмашхолдинг""";7723199790;1
RU000A101PV6;РКССочиБ01;ТД РКС-Сочи БО-01;Биржевые облигации;RU000A101PV6;4B02-01-00006-L;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Торговый дом РКС-Сочи""";2317084067;1
RU000A101PW4;ВТБ Б-1-72;Банк ВТБ (ПАО) Б-1-72;Биржевые облигации;RU000A101PW4;4B02-72-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101PX2;ВТБ Б-1-73;Банк ВТБ (ПАО) Б-1-73;Биржевые облигации;RU000A101PX2;4B02-73-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101Q26;Систем1P13;АФК Система БО 001P-13;Биржевые облигации;RU000A101Q26;4B02-13-01669-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ ""СИСТЕМА""";7703104630;1
RU000A101Q34;ТрансФ2P02;ТрансФин-М ПАО 002P-02;Биржевые облигации;RU000A101Q34;4B02-02-50156-A-002P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1
RU000A101Q42;СибурХ Б01;СИБУР Холдинг БО-01;Биржевые облигации;RU000A101Q42;4B02-01-65134-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""СИБУР Холдинг""";7727547261;1
RU000A101Q59;СибурХ Б02;СИБУР Холдинг БО-02;Биржевые облигации;RU000A101Q59;4B02-02-65134-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""СИБУР Холдинг""";7727547261;1
RU000A101Q67;ВТБ Б-1-64;Банк ВТБ (ПАО) Б-1-64;Биржевые облигации;RU000A101Q67;4B02-65-01000-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101QA8;ИКС5ФинP11;ИКС 5 ФИНАНС 001P-11;Биржевые облигации;RU000A101QA8;4B02-11-36241-R-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A101QF7;РитйлБФ1P1;Ритейл Бел Финанс 001P-01;Биржевые облигации;RU000A101QF7;4B02-01-00482-R-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Ритейл Бел Финанс""";9705131136;1
RU000A101QG5;Росбанк2P7;РОСБАНК БО-002P-07;Биржевые облигации;RU000A101QG5;4B02-06-02272-B-002P;2;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
RU000A101QH3;СберИОС260;СберИОС 001Р-260R 3.5Y PP 100%;Биржевые облигации;RU000A101QH3;4B02-263-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QJ9;СберИОС257;СберИОС 001Р-257R 5Г CDX 105%;Биржевые облигации;RU000A101QJ9;4B02-262-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QL5;ГТЛК 1P-17;ГТЛК БО 001P-17;Биржевые облигации;RU000A101QL5;4B02-17-32432-H-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A101QM3;ГазпромКP3;Газпром капитал ООО БО-001Р-03;Биржевые облигации;RU000A101QM3;4B02-03-36400-R-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Газпром капитал""";7726588547;1
RU000A101QN1;ГазпромКP4;Газпром капитал ООО БО-001Р-04;Биржевые облигации;RU000A101QN1;4B02-04-36400-R-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Газпром капитал""";7726588547;1
RU000A101QP6;АЛЬФА-Б2Р6;АЛЬФА-БАНК АО БО 002Р-06;Биржевые облигации;RU000A101QP6;4B02-06-01326-B-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1
RU000A101QR2;СберИОС267;СберИОС 001Р-267R 3Г Top Five;Биржевые облигации;RU000A101QR2;4B02-267-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QS0;СберИОС268;СберИОС 001Р-268R 6m DGTUSDRUB;Биржевые облигации;RU000A101QS0;4B02-268-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QT8;СберИОС269;СберИОС 001Р-269R IMOEX_asn 4Г;Биржевые облигации;RU000A101QT8;4B02-269-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QU6;СберИОС271;СберИОС 001Р-271R SPX_asn 3.5Г;Биржевые облигации;RU000A101QU6;4B02-271-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QV4;СберИОС272;СберИОС 001Р-272R 5Y ТЕХ;Биржевые облигации;RU000A101QV4;4B02-265-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QW2;Сбер Sb16R;Сбербанк ПАО 001Р-SBER16;Биржевые облигации;RU000A101QW2;4B02-264-01481-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QX0;СберИОС270;СберИОС 001Р-270R 5Г БТЕХ ИНД;Биржевые облигации;RU000A101QX0;4B02-270-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101QY8;СберИОС273;СберИОС 001Р-273R 5Y ФАРМА;Биржевые облигации;RU000A101QY8;4B02-266-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101R09;Росагрл1Р1;Росагролизинг 001P-01;Корпоративные облигации;RU000A101R09;4-01-05886-A-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Росагролизинг""";7704221591;1
RU000A101R33;Лента Б1P4;Лента ООО БО-001P-04;Биржевые облигации;RU000A101R33;4B02-04-36420-R-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Лента""";7814148471;1
RU000A101R90;МЕТАЛИНБ10;МЕТАЛЛОИНВЕСТ БО-10;Биржевые облигации;RU000A101R90;4B02-10-25642-H;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1
RU000A101RB4;БелОб34015;Белгородская область 34015;Региональные облигации;RU000A101RB4;RU34015BEL0;1;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Белгородской области;3124016792;1
RU000A101RD0;МТС 1P-17;Мобильные ТелеСистемы 001P-17;Биржевые облигации;RU000A101RD0;4B02-17-04715-A-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1
RU000A101RF5;МРСКЦП 1P1;МРСК Центра и Приволжья 1Р-01;Биржевые облигации;RU000A101RF5;4B02-01-12665-E-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Межрегиональная распределительная сетевая компания Центра и Приволжья""";5260200603;1
RU000A101RH1;МРСКЦе1P02;МРСК Центра ПАО 001Р-02;Биржевые облигации;RU000A101RH1;4B02-02-10214-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Межрегиональная распределительная сетевая компания Центра""";6901067107;1
RU000A101S32;СберИОС274;СберИОС 001Р-274R 5Г БОНД ИНД;Биржевые облигации;RU000A101S32;4B02-272-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101S40;СберИОС275;СберИОС 001Р-275R USDRUB ШАРК;Биржевые облигации;RU000A101S40;4B02-273-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101S57;ВТБ Б-1-74;Банк ВТБ (ПАО) Б-1-74;Биржевые облигации;RU000A101S57;4B02-74-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101S65;ВТБ Б-1-75;Банк ВТБ (ПАО) Б-1-75;Биржевые облигации;RU000A101S65;4B02-75-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101S81;РУСАБрБ2P1;РУСАЛ Братск БО-002P-01;Биржевые облигации;RU000A101S81;4B02-01-20075-F-002P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""РУСАЛ Братский алюминиевый завод""";3803100054;1
RU000A101S99;КировЗд1Р1;Кировский завод 1P1;Корпоративные облигации;RU000A101S99;4-01-00046-A-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Кировский завод""";7805019279;1
RU000A101SC0;ГТЛК 1P-18;ГТЛК БО 001P-18;Биржевые облигации;RU000A101SC0;4B02-18-32432-H-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A101SD8;ГТЛК 1P-19;ГТЛК БО 001P-19;Биржевые облигации;RU000A101SD8;4B02-19-32432-H-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A101SF3;Роснфт2P10;ПАО НК Роснефть 002P-10;Биржевые облигации;RU000A101SF3;4B02-10-00122-A-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1
RU000A101SJ5;ВТБ Б-1-78;Банк ВТБ (ПАО) Б-1-78;Биржевые облигации;RU000A101SJ5;4B02-78-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101SK3;ВТБ Б-1-76;Банк ВТБ (ПАО) Б-1-76;Биржевые облигации;RU000A101SK3;4B02-76-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101SL1;ВТБ Б-1-77;Банк ВТБ (ПАО) Б-1-77;Биржевые облигации;RU000A101SL1;4B02-77-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101SM9;КАМАЗ БОП7;КАМАЗ ПАО БО-П07;Биржевые облигации;RU000A101SM9;4B02-07-55010-D-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""КАМАЗ""";1650032058;1
RU000A101SN7;ВТБ Б-1-79;Банк ВТБ (ПАО) Б-1-79;Биржевые облигации;RU000A101SN7;4B02-79-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101SP2;ВТБ Б-1-80;Банк ВТБ (ПАО) Б-1-80;Биржевые облигации;RU000A101SP2;4B02-80-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101SQ0;ДОМ 1P-8R;ДОМ.РФ АО 001Р-08R;Биржевые облигации;RU000A101SQ0;4B02-08-00739-A-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""ДОМ.РФ""";7729355614;1
RU000A101SS6;СберИОС256;СберИОС 001Р-256R 5Г H.C.100%;Биржевые облигации;RU000A101SS6;4B02-258-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101ST4;РЕСОЛизБП3;РЕСО-Лизинг ООО БО-П-03;Биржевые облигации;RU000A101ST4;4B02-03-36419-R-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1
RU000A101SW8;СберИОС265;СберИОС 001Р-265R 5Г CDX 100%;Биржевые облигации;RU000A101SW8;4B02-274-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101SX6;СберИОС266;СберИОС 001Р-266R 3.5Y PP 90%;Биржевые облигации;RU000A101SX6;4B02-275-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101T07;ОткрФКБИО8;ПАО ОТКРЫТИЕ ФК Банк БО-ИО08;Биржевые облигации;RU000A101T07;4B02-13-02209-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""";7706092528;1
RU000A101T23;СберИОС279;СберИОС 001Р-279R 5Y ТЕХ;Биржевые облигации;RU000A101T23;4B02-277-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101T31;СберИОС264;СберИОС 001Р-264R 5Y США-ШВЕЙЦ;Биржевые облигации;RU000A101T31;4B02-276-01481-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Сбербанк России""";7707083893;1
RU000A101T56;РСЭКСМБ2Р2;РОСЭКСИМБАНК 002P-02;Биржевые облигации;RU000A101T56;4B02-02-02790-B-002P;2;RUB;TQCB;Т+: Облигации - безадрес.;Государственный специализированный Российский экспортно-импортный банк (акционерное общество);7704001959;1
RU000A101T64;Славнеф1Р1;Славнефть БО 001Р-01;Биржевые облигации;RU000A101T64;4B02-01-00221-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Нефтегазовая компания ""Славнефть""";7707017509;1
RU000A101T72;Апт36,62P1;Аптечная сеть 36,6 002P-01;Биржевые облигации;RU000A101T72;4B02-01-07335-A-002P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Аптечная сеть 36,6""";7722266450;1
RU000A101TB0;ВЭБ 1P-19;ВЭБ.РФ ПБО-001Р-19;Биржевые облигации;RU000A101TB0;4B02-290-00004-T-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1
RU000A101TD6;ИА ДОМ15P2;ДОМ.РФ Ипотечный агент 15-002P;Корпоративные облигации;RU000A101TD6;4-15-00307-R-002P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1
RU000A101TF1;ВТБ Б-1-81;Банк ВТБ (ПАО) Б-1-81;Биржевые облигации;RU000A101TF1;4B02-81-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101TG9;ВТБ Б-1-82;Банк ВТБ (ПАО) Б-1-82;Биржевые облигации;RU000A101TG9;4B02-82-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101TH7;ВТБ Б-1-83;Банк ВТБ (ПАО) Б-1-83;Биржевые облигации;RU000A101TH7;4B02-83-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101TJ3;ВТБ Б-1-84;Банк ВТБ (ПАО) Б-1-84;Биржевые облигации;RU000A101TJ3;4B02-84-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101TK1;ГПБ001P15P;ГПБ (АО) БО 001Р-15Р;Биржевые облигации;RU000A101TK1;4B02-15-00354-B-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"""Газпромбанк"" (Акционерное общество)";7744001497;1
RU000A101TM7;ВТБ Б-1-87;Банк ВТБ (ПАО) Б-1-87;Биржевые облигации;RU000A101TM7;4B02-87-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
RU000A101TN5;ВТБ Б-1-86;Банк ВТБ (ПАО) Б-1-86;Биржевые облигации;RU000A101TN5;4B02-86-01000-B-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Банк ВТБ (публичное акционерное общество);7702070139;1
